cited_by_doi,cited_by_oaid,cited_work_oaid,cited_work_doi,cited_work_pmid,cochrane_doi,cochrane_pmid,cited_work_id,cochrane_citation_type
https://doi.org/10.1002/14651858.cd007871.pub3,https://openalex.org/W2512686624,https://openalex.org/W2033421420,10.1097/aln.0b013e318264c644,22914710,10.1002/14651858.cd007871.pub3,27552162,22914710,included
https://doi.org/10.1002/14651858.cd005661.pub2,https://openalex.org/W2766878819,https://openalex.org/W1968074372,10.1016/j.surg.2013.04.011,23859304,10.1002/14651858.cd005661.pub2,29099149,23859304,excluded
https://doi.org/10.1002/14651858.cd011572.pub2,https://openalex.org/W1953285394,https://openalex.org/W2066690546,10.1038/ajg.2014.104,24796768,10.1002/14651858.cd011572.pub2,28886205,24796768,excluded
https://doi.org/10.1002/14651858.cd012891.pub2,https://openalex.org/W4411456685,https://openalex.org/W2134748828,10.1093/annonc/mdq066,20305034,10.1002/14651858.cd012891.pub2,40536056,20305034,included
https://doi.org/10.1002/14651858.cd002008.pub5,https://openalex.org/W4226064615,https://openalex.org/W1537308241,10.1002/cncr.28197,23765693,10.1002/14651858.cd002008.pub5,34931696,23765693,excluded
https://doi.org/10.1002/14651858.cd010683.pub3,https://openalex.org/W1499875279,https://openalex.org/W1938358417,10.1002/bjs.9387,24402888,10.1002/14651858.cd010683.pub3,27797116,24402888,included
https://doi.org/10.1002/14651858.cd010558.pub2,https://openalex.org/W1930885864,https://openalex.org/W2346007574,10.1037/ccp0000042,26371617,10.1002/14651858.cd010558.pub2,29761488,26371617,excluded
https://doi.org/10.1002/14651858.cd012855.pub2,https://openalex.org/W2946086630,https://openalex.org/W2346007574,10.1037/ccp0000042,26371617,10.1002/14651858.cd012855.pub2,31106850,26371617,excluded
https://doi.org/10.1002/14651858.cd008347.pub3,https://openalex.org/W1854426312,https://openalex.org/W2096151228,10.1111/j.1742-1241.2011.02886.x,22284892,10.1002/14651858.cd008347.pub3,25525690,22284892,excluded
https://doi.org/10.1002/14651858.cd011741.pub2,https://openalex.org/W1962330439,https://openalex.org/W2096151228,10.1111/j.1742-1241.2011.02886.x,22284892,10.1002/14651858.cd011741.pub2,28594443,22284892,excluded
https://doi.org/10.1002/14651858.cd010747.pub2,https://openalex.org/W2889374499,https://openalex.org/W2096151228,10.1111/j.1742-1241.2011.02886.x,22284892,10.1002/14651858.cd010747.pub2,30155883,22284892,excluded
https://doi.org/10.1002/14651858.cd008347.pub4,https://openalex.org/W4284963317,https://openalex.org/W2096151228,10.1111/j.1742-1241.2011.02886.x,22284892,10.1002/14651858.cd008347.pub4,35802393,22284892,excluded
https://doi.org/10.1002/14651858.cd006506.pub3,https://openalex.org/W1830155125,https://openalex.org/W2077468682,10.1002/bjs.8885,22987303,10.1002/14651858.cd006506.pub3,25914904,22987303,other
https://doi.org/10.1002/14651858.cd011319.pub2,https://openalex.org/W2155768072,https://openalex.org/W2887033821,10.1161/circinterventions.112.971630,23192918,10.1002/14651858.cd011319.pub2,27490003,23192918,included
https://doi.org/10.1002/14651858.cd003348.pub3,https://openalex.org/W2167246394,https://openalex.org/W2013903775,10.1007/s00404-012-2384-5,22622852,10.1002/14651858.cd003348.pub3,26035341,22622852,excluded
https://doi.org/10.1002/14651858.cd010450.pub2,https://openalex.org/W1563531971,https://openalex.org/W2013903775,10.1007/s00404-012-2384-5,22622852,10.1002/14651858.cd010450.pub2,25821010,22622852,excluded
https://doi.org/10.1002/14651858.cd006095.pub4,https://openalex.org/W3174485034,https://openalex.org/W2296893419,10.1093/ofid/ofw011,26973849,10.1002/14651858.cd006095.pub4,29257353,26973849,included
https://doi.org/10.1002/14651858.cd004063.pub4,https://openalex.org/W2768840651,https://openalex.org/W2158259365,10.1016/j.ejca.2015.01.059,25694417,10.1002/14651858.cd004063.pub4,29182797,25694417,included
https://doi.org/10.1002/14651858.cd012078.pub2,https://openalex.org/W2289407340,https://openalex.org/W2158259365,10.1016/j.ejca.2015.01.059,25694417,10.1002/14651858.cd012078.pub2,33210731,25694417,excluded
https://doi.org/10.1002/14651858.cd008250.pub2,https://openalex.org/W2118839220,https://openalex.org/W2145868439,10.1159/000324449,21474911,10.1002/14651858.cd008250.pub2,23076942,21474911,included
https://doi.org/10.1002/14651858.cd011760,https://openalex.org/W2097463850,https://openalex.org/W2090838502,10.1016/j.brs.2014.05.003,24996510,10.1002/14651858.cd011760,40756134,24996510,not_found
https://doi.org/10.1002/14651858.cd008716.pub3,https://openalex.org/W2589562408,https://openalex.org/W2097001096,10.1016/j.clnu.2014.09.023,25453395,10.1002/14651858.cd008716.pub3,28230908,25453395,excluded
https://doi.org/10.1002/14651858.cd011098.pub2,https://openalex.org/W2790533208,https://openalex.org/W2115587248,10.1093/icvts/ivu062,24632426,10.1002/14651858.cd011098.pub2,29419895,24632426,included
https://doi.org/10.1002/14651858.cd012614.pub2,https://openalex.org/W4211059041,https://openalex.org/W2054670794,10.1159/000360705,24970708,10.1002/14651858.cd012614.pub2,31912887,24970708,included
https://doi.org/10.1002/14651858.cd012614.pub2,https://openalex.org/W4211059041,https://openalex.org/W2336172954,10.1097/psy.0000000000000310,26867083,10.1002/14651858.cd012614.pub2,31912887,26867083,included
https://doi.org/10.1002/14651858.cd002878.pub2,https://openalex.org/W1828314202,https://openalex.org/W2132716435,10.1378/chest.11-0730,22116796,10.1002/14651858.cd002878.pub2,23766138,22116796,other
https://doi.org/10.1002/14651858.cd012158.pub2,https://openalex.org/W2470964385,https://openalex.org/W2132716435,10.1378/chest.11-0730,22116796,10.1002/14651858.cd012158.pub2,28230230,22116796,excluded
https://doi.org/10.1002/14651858.cd011719.pub3,https://openalex.org/W2610901796,https://openalex.org/W2098329072,10.1161/circresaha.114.303822,24643960,10.1002/14651858.cd011719.pub3,28475274,24643960,other
https://doi.org/10.1002/14651858.cd007271.pub3,https://openalex.org/W2131070567,https://openalex.org/W2113920471,10.1161/strokeaha.112.669895,23204058,10.1002/14651858.cd007271.pub3,25581416,23204058,included
https://doi.org/10.1002/14651858.cd005563.pub3,https://openalex.org/W2293827238,https://openalex.org/W2160707945,10.1093/bja/aet072,23578862,10.1002/14651858.cd005563.pub3,26967259,23578862,included
https://doi.org/10.1002/14651858.cd004871.pub5,https://openalex.org/W4392239853,https://openalex.org/W2154812831,10.1186/1472-6882-11-63,21843336,10.1002/14651858.cd004871.pub5,38415786,21843336,excluded
https://doi.org/10.1002/14651858.cd007066.pub3,https://openalex.org/W1577634658,https://openalex.org/W2266606491,10.1097/hjh.0000000000000735,26398851,10.1002/14651858.cd007066.pub3,28379619,26398851,excluded
https://doi.org/10.1002/14651858.cd011058.pub2,https://openalex.org/W4210417120,https://openalex.org/W2126804318,10.1016/s1474-4422(15)00147-7,26231624,10.1002/14651858.cd011058.pub2,28002636,26231624,included
https://doi.org/10.1002/14651858.cd012481.pub2,https://openalex.org/W2564725497,https://openalex.org/W2131420550,10.1016/j.jacc.2012.09.004,23103033,10.1002/14651858.cd012481.pub2,28832903,23103033,excluded
https://doi.org/10.1002/14651858.cd009685.pub2,https://openalex.org/W1591916702,https://openalex.org/W2127383724,10.1016/s1470-2045(11)70196-6,21868284,10.1002/14651858.cd009685.pub2,24474579,21868284,included
https://doi.org/10.1002/14651858.cd012788.pub2,https://openalex.org/W2751541349,https://openalex.org/W2127383724,10.1016/s1470-2045(11)70196-6,21868284,10.1002/14651858.cd012788.pub2,29355914,21868284,included
https://doi.org/10.1002/14651858.cd013630.pub2,https://openalex.org/W4205639690,https://openalex.org/W2127383724,10.1016/s1470-2045(11)70196-6,21868284,10.1002/14651858.cd013630.pub2,33428222,21868284,included
https://doi.org/10.1002/14651858.cd011845.pub2,https://openalex.org/W2133394003,https://openalex.org/W2029421509,10.1371/journal.pone.0090828,24608864,10.1002/14651858.cd011845.pub2,32613635,24608864,other
https://doi.org/10.1002/14651858.cd012854.pub2,https://openalex.org/W4295432306,https://openalex.org/W2029421509,10.1371/journal.pone.0090828,24608864,10.1002/14651858.cd012854.pub2,36094829,24608864,included
https://doi.org/10.1002/14651858.cd012889.pub2,https://openalex.org/W4307338085,https://openalex.org/W2075306760,10.1007/s11325-014-1083-9,25413958,10.1002/14651858.cd012889.pub2,36278514,25413958,excluded
https://doi.org/10.1002/14651858.cd013448.pub2,https://openalex.org/W4324017975,https://openalex.org/W1991669311,10.1186/1471-2407-14-67,24499460,10.1002/14651858.cd013448.pub2,36912791,24499460,excluded
https://doi.org/10.1002/14651858.cd006642.pub2,https://openalex.org/W1823003090,https://openalex.org/W2098255591,10.1161/circinterventions.113.000463,23922146,10.1002/14651858.cd006642.pub2,26407315,23922146,not_found
https://doi.org/10.1002/14651858.cd006642.pub3,https://openalex.org/W3107444902,https://openalex.org/W2098255591,10.1161/circinterventions.113.000463,23922146,10.1002/14651858.cd006642.pub3,30723895,23922146,excluded
https://doi.org/10.1002/14651858.cd013149.pub2,https://openalex.org/W2896627005,https://openalex.org/W2098255591,10.1161/circinterventions.113.000463,23922146,10.1002/14651858.cd013149.pub2,31684692,23922146,other
https://doi.org/10.1002/14651858.cd004192.pub4,https://openalex.org/W3028339500,https://openalex.org/W1993269155,10.3945/ajcn.113.075309,25733633,10.1002/14651858.cd004192.pub4,32428983,25733633,included
https://doi.org/10.1002/14651858.cd004871.pub5,https://openalex.org/W4392239853,https://openalex.org/W2007879611,10.1371/journal.pone.0065378,23762355,10.1002/14651858.cd004871.pub5,38415786,23762355,excluded
https://doi.org/10.1002/14651858.cd008398.pub2,https://openalex.org/W1939046617,https://openalex.org/W1967126296,10.1016/s1470-2045(12)70116-x,22503032,10.1002/14651858.cd008398.pub2,28752564,22503032,included
https://doi.org/10.1002/14651858.cd007415.pub2,https://openalex.org/W1817360198,https://openalex.org/W2154526619,10.1016/s1470-2045(12)70164-x,22578793,10.1002/14651858.cd007415.pub2,23633341,22578793,included
https://doi.org/10.1002/14651858.cd013579.pub2,https://openalex.org/W4206744254,https://openalex.org/W2154526619,10.1016/s1470-2045(12)70164-x,22578793,10.1002/14651858.cd013579.pub2,34559423,22578793,other
https://doi.org/10.1002/14651858.cd013261.pub2,https://openalex.org/W3012937109,https://openalex.org/W2154526619,10.1016/s1470-2045(12)70164-x,22578793,10.1002/14651858.cd013261.pub2,32202316,22578793,included
https://doi.org/10.1002/14651858.cd013316.pub2,https://openalex.org/W2943139789,https://openalex.org/W2154526619,10.1016/s1470-2045(12)70164-x,22578793,10.1002/14651858.cd013316.pub2,33710615,22578793,other
https://doi.org/10.1002/14651858.cd011475.pub2,https://openalex.org/W1488226572,https://openalex.org/W2154526619,10.1016/s1470-2045(12)70164-x,22578793,10.1002/14651858.cd011475.pub2,27541334,22578793,not_found
https://doi.org/10.1002/14651858.cd013137.pub2,https://openalex.org/W2895258349,https://openalex.org/W2154526619,10.1016/s1470-2045(12)70164-x,22578793,10.1002/14651858.cd013137.pub2,31873964,22578793,other
https://doi.org/10.1002/14651858.cd011475.pub3,https://openalex.org/W4250572109,https://openalex.org/W2154526619,10.1016/s1470-2045(12)70164-x,22578793,10.1002/14651858.cd011475.pub3,32437039,22578793,excluded
https://doi.org/10.1002/14651858.cd007469.pub2,https://openalex.org/W2132554097,https://openalex.org/W2057320618,10.1210/jc.2012-4287,24001747,10.1002/14651858.cd007469.pub2,24953955,24001747,other
https://doi.org/10.1002/14651858.cd012859.pub2,https://openalex.org/W4211085362,https://openalex.org/W2118236140,10.1093/bja/aet251,23872464,10.1002/14651858.cd012859.pub2,33075160,23872464,included
https://doi.org/10.1002/14651858.cd004871.pub5,https://openalex.org/W4392239853,https://openalex.org/W2117762774,10.1016/j.ctim.2014.09.007,25453528,10.1002/14651858.cd004871.pub5,38415786,25453528,excluded
https://doi.org/10.1002/14651858.cd012614.pub2,https://openalex.org/W4211059041,https://openalex.org/W2130056252,10.1186/1472-6882-12-235,23186556,10.1002/14651858.cd012614.pub2,31912887,23186556,included
https://doi.org/10.1002/14651858.cd009237.pub2,https://openalex.org/W2615283126,https://openalex.org/W2068470885,10.1186/1471-2253-14-39,24860256,10.1002/14651858.cd009237.pub2,28513831,24860256,included
https://doi.org/10.1002/14651858.cd001871.pub4,https://openalex.org/W2772482629,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd001871.pub4,31332776,21859516,included
https://doi.org/10.1002/14651858.cd008552.pub7,https://openalex.org/W2102925803,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd008552.pub7,32449203,21859516,included
https://doi.org/10.1002/14651858.cd008552.pub6,https://openalex.org/W4253684974,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd008552.pub6,31697869,21859516,included
https://doi.org/10.1002/14651858.cd015326.pub2,https://openalex.org/W4411163845,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd015326.pub2,40494564,21859516,not_found
https://doi.org/10.1002/14651858.cd008552.pub5,https://openalex.org/W3013027001,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd008552.pub5,29770960,21859516,included
https://doi.org/10.1002/14651858.cd013862.pub2,https://openalex.org/W4380291557,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd013862.pub2,37306513,21859516,included
https://doi.org/10.1002/14651858.cd008552.pub8,https://openalex.org/W4402746125,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd008552.pub8,39312396,21859516,included
https://doi.org/10.1002/14651858.cd013862.pub3,https://openalex.org/W4386045903,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd013862.pub3,37606067,21859516,included
https://doi.org/10.1002/14651858.cd008552.pub3,https://openalex.org/W4252546030,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd008552.pub3,28945919,21859516,included
https://doi.org/10.1002/14651858.cd008552.pub4,https://openalex.org/W4236194139,https://openalex.org/W2038763743,10.1017/s136898001100200x,21859516,10.1002/14651858.cd008552.pub4,29365346,21859516,included
https://doi.org/10.1002/14651858.cd012864.pub2,https://openalex.org/W4211097552,https://openalex.org/W1939403845,10.1002/pon.3927,26228466,10.1002/14651858.cd012864.pub2,32361988,26228466,included
https://doi.org/10.1002/14651858.cd015520,https://openalex.org/W4410783739,https://openalex.org/W1939403845,10.1002/pon.3927,26228466,10.1002/14651858.cd015520,40421669,26228466,included
https://doi.org/10.1002/14651858.cd011293.pub2,https://openalex.org/W1939509546,https://openalex.org/W2132944386,10.1186/2045-7022-4-7,24517417,10.1002/14651858.cd011293.pub2,26315994,24517417,excluded
https://doi.org/10.1002/14651858.cd011293.pub3,https://openalex.org/W4211182126,https://openalex.org/W2132944386,10.1186/2045-7022-4-7,24517417,10.1002/14651858.cd011293.pub3,32926419,24517417,excluded
https://doi.org/10.1002/14651858.cd015448.pub2,https://openalex.org/W4391540785,https://openalex.org/W2046176994,10.1016/j.jtos.2013.12.001,24725326,10.1002/14651858.cd015448.pub2,38314898,24725326,other
https://doi.org/10.1002/14651858.cd007315.pub3,https://openalex.org/W4385442641,https://openalex.org/W2130398438,10.1053/j.jvca.2014.04.017,25281044,10.1002/14651858.cd007315.pub3,37526194,25281044,excluded
https://doi.org/10.1002/14651858.cd010777.pub2,https://openalex.org/W1913907689,https://openalex.org/W2056216330,10.1186/1471-2253-14-54,25132803,10.1002/14651858.cd010777.pub2,28258686,25132803,excluded
https://doi.org/10.1002/14651858.cd012128.pub2,https://openalex.org/W2963589107,https://openalex.org/W330722923,10.1007/s00402-015-2227-5,25957981,10.1002/14651858.cd012128.pub2,31322289,25957981,excluded
https://doi.org/10.1002/14651858.cd007469.pub2,https://openalex.org/W2132554097,https://openalex.org/W2065184269,10.1515/cclm-2012-0599,23183751,10.1002/14651858.cd007469.pub2,24953955,23183751,excluded
https://doi.org/10.1002/14651858.cd004415.pub2,https://openalex.org/W1933295591,https://openalex.org/W2123267299,10.1111/j.1365-2133.2011.10613.x,21910711,10.1002/14651858.cd004415.pub2,23235610,21910711,other
https://doi.org/10.1002/14651858.cd009195.pub2,https://openalex.org/W2905338794,https://openalex.org/W2034177980,10.1016/j.jvs.2011.07.099,22169682,10.1002/14651858.cd009195.pub2,30536919,22169682,excluded
https://doi.org/10.1002/14651858.cd013128.pub2,https://openalex.org/W3001544271,https://openalex.org/W2552318896,10.1111/jdv.14041,27862339,10.1002/14651858.cd013128.pub2,31981369,27862339,other
https://doi.org/10.1002/14651858.cd004063.pub4,https://openalex.org/W2768840651,https://openalex.org/W2516702596,10.1186/s12885-016-2736-9,27582078,10.1002/14651858.cd004063.pub4,29182797,27582078,excluded
https://doi.org/10.1002/14651858.cd012078.pub2,https://openalex.org/W2289407340,https://openalex.org/W2516702596,10.1186/s12885-016-2736-9,27582078,10.1002/14651858.cd012078.pub2,33210731,27582078,excluded
https://doi.org/10.1002/14651858.cd004421.pub3,https://openalex.org/W4211179877,https://openalex.org/W2323000147,10.1038/bjc.2016.82,27031854,10.1002/14651858.cd004421.pub3,31476253,27031854,included
https://doi.org/10.1002/14651858.cd010590.pub3,https://openalex.org/W4320490905,https://openalex.org/W1983757837,10.1159/000343140,23038220,10.1002/14651858.cd010590.pub3,36791280,23038220,included
https://doi.org/10.1002/14651858.cd016090,https://openalex.org/W4409893516,https://openalex.org/W2106533048,10.1200/jco.2012.46.4990,23897964,10.1002/14651858.cd016090,40292732,23897964,not_found
https://doi.org/10.1002/14651858.cd009645.pub3,https://openalex.org/W2308417602,https://openalex.org/W2167289365,10.1177/1545968311413906,21825004,10.1002/14651858.cd009645.pub3,26996760,21825004,included
https://doi.org/10.1002/14651858.cd009760.pub3,https://openalex.org/W1916073093,https://openalex.org/W2167289365,10.1177/1545968311413906,21825004,10.1002/14651858.cd009760.pub3,25929694,21825004,not_found
https://doi.org/10.1002/14651858.cd009645.pub4,https://openalex.org/W4242924866,https://openalex.org/W2167289365,10.1177/1545968311413906,21825004,10.1002/14651858.cd009645.pub4,33175411,21825004,included
https://doi.org/10.1002/14651858.cd009645.pub2,https://openalex.org/W1855371659,https://openalex.org/W2167289365,10.1177/1545968311413906,21825004,10.1002/14651858.cd009645.pub2,24234980,21825004,not_found
https://doi.org/10.1002/14651858.cd009760.pub4,https://openalex.org/W4210992726,https://openalex.org/W2167289365,10.1177/1545968311413906,21825004,10.1002/14651858.cd009760.pub4,31111960,21825004,other
https://doi.org/10.1002/14651858.cd010916.pub2,https://openalex.org/W2495891008,https://openalex.org/W2167289365,10.1177/1545968311413906,21825004,10.1002/14651858.cd010916.pub2,27425786,21825004,other
https://doi.org/10.1002/14651858.cd009760.pub2,https://openalex.org/W1907035247,https://openalex.org/W2167289365,10.1177/1545968311413906,21825004,10.1002/14651858.cd009760.pub2,23799617,21825004,not_found
https://doi.org/10.1002/14651858.cd010590.pub3,https://openalex.org/W4320490905,https://openalex.org/W2152453625,10.1038/ki.2011.349,22012130,10.1002/14651858.cd010590.pub3,36791280,22012130,included
https://doi.org/10.1002/14651858.cd007415.pub2,https://openalex.org/W1817360198,https://openalex.org/W2116583846,10.1093/neuonc/noq142,20980335,10.1002/14651858.cd007415.pub2,23633341,20980335,excluded
https://doi.org/10.1002/14651858.cd013579.pub2,https://openalex.org/W4206744254,https://openalex.org/W2116583846,10.1093/neuonc/noq142,20980335,10.1002/14651858.cd013579.pub2,34559423,20980335,excluded
https://doi.org/10.1002/14651858.cd013261.pub2,https://openalex.org/W3012937109,https://openalex.org/W2116583846,10.1093/neuonc/noq142,20980335,10.1002/14651858.cd013261.pub2,32202316,20980335,excluded
https://doi.org/10.1002/14651858.cd011990.pub2,https://openalex.org/W2297746541,https://openalex.org/W1991303674,10.1038/bmt.2012.257,23241739,10.1002/14651858.cd011990.pub2,29181845,23241739,included
https://doi.org/10.1002/14651858.cd010355.pub2,https://openalex.org/W2127825746,https://openalex.org/W2093052311,10.4236/ojts.2012.23014,NA,10.1002/14651858.cd010355.pub2,26407182,10.4236/ojts.2012.23014,not_found
https://doi.org/10.1002/14651858.cd010355.pub3,https://openalex.org/W4253198599,https://openalex.org/W2093052311,10.4236/ojts.2012.23014,NA,10.1002/14651858.cd010355.pub3,30840317,10.4236/ojts.2012.23014,not_found
https://doi.org/10.1002/14651858.cd008557.pub2,https://openalex.org/W1752550900,https://openalex.org/W1849670650,10.1111/epi.12042,23216622,10.1002/14651858.cd008557.pub2,21249713,23216622,not_found
https://doi.org/10.1002/14651858.cd008557.pub4,https://openalex.org/W4252468176,https://openalex.org/W1849670650,10.1111/epi.12042,23216622,10.1002/14651858.cd008557.pub4,31792946,23216622,excluded
https://doi.org/10.1002/14651858.cd008557.pub3,https://openalex.org/W4322700662,https://openalex.org/W1849670650,10.1111/epi.12042,23216622,10.1002/14651858.cd008557.pub3,28675262,23216622,excluded
https://doi.org/10.1002/14651858.cd003316.pub6,https://openalex.org/W2287237060,https://openalex.org/W2130185887,10.1177/1545968311418675,21885867,10.1002/14651858.cd003316.pub6,27010219,21885867,included
https://doi.org/10.1002/14651858.cd002840.pub4,https://openalex.org/W2156714764,https://openalex.org/W2130185887,10.1177/1545968311418675,21885867,10.1002/14651858.cd002840.pub4,28815562,21885867,included
https://doi.org/10.1002/14651858.cd003316.pub7,https://openalex.org/W4211146214,https://openalex.org/W2130185887,10.1177/1545968311418675,21885867,10.1002/14651858.cd003316.pub7,32196635,21885867,included
https://doi.org/10.1002/14651858.cd002840.pub3,https://openalex.org/W4234017269,https://openalex.org/W2130185887,10.1177/1545968311418675,21885867,10.1002/14651858.cd002840.pub3,24458944,21885867,included
https://doi.org/10.1002/14651858.cd003316.pub5,https://openalex.org/W4210312190,https://openalex.org/W2130185887,10.1177/1545968311418675,21885867,10.1002/14651858.cd003316.pub5,24142492,21885867,not_found
https://doi.org/10.1002/14651858.cd011746.pub2,https://openalex.org/W1533529630,https://openalex.org/W2136629154,10.1016/j.ejca.2014.09.013,25446376,10.1002/14651858.cd011746.pub2,29624208,25446376,excluded
https://doi.org/10.1002/14651858.cd008893.pub3,https://openalex.org/W1865499935,https://openalex.org/W2081755061,10.1038/ajh.2010.29,20203627,10.1002/14651858.cd008893.pub3,28439881,20203627,excluded
https://doi.org/10.1002/14651858.cd008893.pub2,https://openalex.org/W4237610197,https://openalex.org/W2081755061,10.1038/ajh.2010.29,20203627,10.1002/14651858.cd008893.pub2,22895979,20203627,not_found
https://doi.org/10.1002/14651858.cd004064.pub4,https://openalex.org/W1875373156,https://openalex.org/W2152362765,10.1016/s1470-2045(13)70102-5,23594786,10.1002/14651858.cd004064.pub4,28850174,23594786,excluded
https://doi.org/10.1002/14651858.cd004063.pub4,https://openalex.org/W2768840651,https://openalex.org/W2152362765,10.1016/s1470-2045(13)70102-5,23594786,10.1002/14651858.cd004063.pub4,29182797,23594786,included
https://doi.org/10.1002/14651858.cd011461.pub2,https://openalex.org/W2503291190,https://openalex.org/W2152362765,10.1016/s1470-2045(13)70102-5,23594786,10.1002/14651858.cd011461.pub2,27432490,23594786,included
https://doi.org/10.1002/14651858.cd012439.pub2,https://openalex.org/W2561465639,https://openalex.org/W2167862764,10.1016/j.ypmed.2010.07.008,20638409,10.1002/14651858.cd012439.pub2,30480770,20638409,excluded
https://doi.org/10.1002/14651858.cd008345.pub2,https://openalex.org/W1945356834,https://openalex.org/W24562829,10.1007/s00391-012-0337-z,22538793,10.1002/14651858.cd008345.pub2,25560977,22538793,excluded
https://doi.org/10.1002/14651858.cd004396.pub3,https://openalex.org/W1564414202,https://openalex.org/W24562829,10.1007/s00391-012-0337-z,22538793,10.1002/14651858.cd004396.pub3,24435941,22538793,excluded
https://doi.org/10.1002/14651858.cd008980.pub2,https://openalex.org/W2761632289,https://openalex.org/W2101669068,10.1093/eurheartj/eht039,23487517,10.1002/14651858.cd008980.pub2,23925867,23487517,not_found
https://doi.org/10.1002/14651858.cd009893.pub2,https://openalex.org/W2108991533,https://openalex.org/W2101669068,10.1093/eurheartj/eht039,23487517,10.1002/14651858.cd009893.pub2,24677203,23487517,excluded
https://doi.org/10.1002/14651858.cd008980.pub3,https://openalex.org/W3184410421,https://openalex.org/W2101669068,10.1093/eurheartj/eht039,23487517,10.1002/14651858.cd008980.pub3,29509959,23487517,included
https://doi.org/10.1002/14651858.cd011672.pub2,https://openalex.org/W3161404142,https://openalex.org/W1903154491,10.1001/jamapediatrics.2015.0504,26053341,10.1002/14651858.cd011672.pub2,33970483,26053341,included
https://doi.org/10.1002/14651858.cd011151.pub2,https://openalex.org/W1486881421,https://openalex.org/W2120164401,10.1093/bja/aes140,22661750,10.1002/14651858.cd011151.pub2,26641378,22661750,not_found
https://doi.org/10.1002/14651858.cd011151.pub3,https://openalex.org/W4211258033,https://openalex.org/W2120164401,10.1093/bja/aes140,22661750,10.1002/14651858.cd011151.pub3,29985541,22661750,included
https://doi.org/10.1002/14651858.cd008080.pub2,https://openalex.org/W4286560345,https://openalex.org/W2330737645,10.1097/mao.0000000000000466,24979398,10.1002/14651858.cd008080.pub2,35867413,24979398,other
https://doi.org/10.1002/14651858.cd012889.pub2,https://openalex.org/W4307338085,https://openalex.org/W2154676859,10.1016/j.sleep.2014.02.012,24841107,10.1002/14651858.cd012889.pub2,36278514,24841107,excluded
https://doi.org/10.1002/14651858.cd005397.pub4,https://openalex.org/W2109397194,https://openalex.org/W2112628622,10.1017/s0022215112000102,22365373,10.1002/14651858.cd005397.pub4,25581507,22365373,excluded
https://doi.org/10.1002/14651858.cd005395.pub3,https://openalex.org/W1653132099,https://openalex.org/W2112628622,10.1017/s0022215112000102,22365373,10.1002/14651858.cd005395.pub3,23450562,22365373,not_found
https://doi.org/10.1002/14651858.cd008419.pub2,https://openalex.org/W1829562258,https://openalex.org/W2112628622,10.1017/s0022215112000102,22365373,10.1002/14651858.cd008419.pub2,25756795,22365373,included
https://doi.org/10.1002/14651858.cd015248.pub2,https://openalex.org/W4321610878,https://openalex.org/W2112628622,10.1017/s0022215112000102,22365373,10.1002/14651858.cd015248.pub2,36815713,22365373,included
https://doi.org/10.1002/14651858.cd010558.pub2,https://openalex.org/W1930885864,https://openalex.org/W1588934057,10.1159/000381957,26022410,10.1002/14651858.cd010558.pub2,29761488,26022410,excluded
https://doi.org/10.1002/14651858.cd011313.pub2,https://openalex.org/W1559787786,https://openalex.org/W2103742396,10.1111/liv.12750,25443863,10.1002/14651858.cd011313.pub2,26905230,25443863,not_found
https://doi.org/10.1002/14651858.cd011649.pub2,https://openalex.org/W2776001764,https://openalex.org/W2103742396,10.1111/liv.12750,25443863,10.1002/14651858.cd011649.pub2,28281295,25443863,excluded
https://doi.org/10.1002/14651858.cd011313.pub3,https://openalex.org/W4205182458,https://openalex.org/W2103742396,10.1111/liv.12750,25443863,10.1002/14651858.cd011313.pub3,31978267,25443863,included
https://doi.org/10.1002/14651858.cd012763,https://openalex.org/W2749176690,https://openalex.org/W2016601631,10.1097/aln.0b013e3181f4182a,20885293,10.1002/14651858.cd012763,28806470,20885293,included
https://doi.org/10.1002/14651858.cd007161.pub3,https://openalex.org/W2894849176,https://openalex.org/W1985221602,10.1111/jcpe.12019,23050490,10.1002/14651858.cd007161.pub3,30277568,23050490,included
https://doi.org/10.1002/14651858.cd003815.pub5,https://openalex.org/W2989772492,https://openalex.org/W2138637459,10.1111/j.1708-8208.2010.00324.x,21414131,10.1002/14651858.cd003815.pub5,31600407,21414131,not_found
https://doi.org/10.1002/14651858.cd003815.pub4,https://openalex.org/W4324262864,https://openalex.org/W2138637459,10.1111/j.1708-8208.2010.00324.x,21414131,10.1002/14651858.cd003815.pub4,25048469,21414131,not_found
https://doi.org/10.1002/14651858.cd013579.pub2,https://openalex.org/W4206744254,https://openalex.org/W2052491055,10.1158/1078-0432.ccr-14-2737,25655102,10.1002/14651858.cd013579.pub2,34559423,25655102,excluded
